"Regionskode";"Region";"Dato";"Bekræftede tilfælde i alt";"timestamp_2025-10-21T10:00:08.562"
1083;Syddanmark;2022-07-15;447;
1084;Hovedstaden;2022-07-16;573;
1082;Midtjylland;2022-07-16;336;
1081;Nordjylland;2022-07-16;126;
1085;Sjælland;2022-07-16;191;
1083;Syddanmark;2022-07-16;156;
1084;Hovedstaden;2022-07-17;597;
1082;Midtjylland;2022-07-17;407;
1081;Nordjylland;2022-07-17;141;
1085;Sjælland;2022-07-17;319;
1083;Syddanmark;2022-07-17;419;
1084;Hovedstaden;2022-07-18;778;
1082;Midtjylland;2022-07-18;586;
1081;Nordjylland;2022-07-18;309;
1085;Sjælland;2022-07-18;473;
1083;Syddanmark;2022-07-18;629;
1084;Hovedstaden;2022-07-19;637;
1082;Midtjylland;2022-07-19;439;
1081;Nordjylland;2022-07-19;202;
1085;Sjælland;2022-07-19;413;
1083;Syddanmark;2022-07-19;519;
1084;Hovedstaden;2022-07-20;684;
1082;Midtjylland;2022-07-20;375;
1081;Nordjylland;2022-07-20;214;
1085;Sjælland;2022-07-20;373;
1083;Syddanmark;2022-07-20;385;
1084;Hovedstaden;2022-07-21;604;
1082;Midtjylland;2022-07-21;367;
1081;Nordjylland;2022-07-21;182;
1085;Sjælland;2022-07-21;364;
1083;Syddanmark;2022-07-21;349;
1084;Hovedstaden;2022-07-22;544;
1082;Midtjylland;2022-07-22;396;
1081;Nordjylland;2022-07-22;200;
1085;Sjælland;2022-07-22;318;
1083;Syddanmark;2022-07-22;347;
1084;Hovedstaden;2022-07-23;499;
1082;Midtjylland;2022-07-23;268;
1081;Nordjylland;2022-07-23;100;
1085;Sjælland;2022-07-23;136;
1083;Syddanmark;2022-07-23;139;
1084;Hovedstaden;2022-07-24;445;
1082;Midtjylland;2022-07-24;318;
1081;Nordjylland;2022-07-24;103;
1085;Sjælland;2022-07-24;224;
1083;Syddanmark;2022-07-24;311;
1084;Hovedstaden;2022-07-25;575;
1082;Midtjylland;2022-07-25;430;
1081;Nordjylland;2022-07-25;203;
1085;Sjælland;2022-07-25;333;
1083;Syddanmark;2022-07-25;528;
1084;Hovedstaden;2022-07-26;513;
1082;Midtjylland;2022-07-26;399;
1081;Nordjylland;2022-07-26;146;
1085;Sjælland;2022-07-26;311;
1083;Syddanmark;2022-07-26;426;
1084;Hovedstaden;2022-07-27;454;
1082;Midtjylland;2022-07-27;355;
1081;Nordjylland;2022-07-27;151;
1085;Sjælland;2022-07-27;248;
1083;Syddanmark;2022-07-27;324;
1084;Hovedstaden;2022-07-28;418;
1082;Midtjylland;2022-07-28;335;
1081;Nordjylland;2022-07-28;108;
1085;Sjælland;2022-07-28;246;
1083;Syddanmark;2022-07-28;275;
1084;Hovedstaden;2022-07-29;381;
1082;Midtjylland;2022-07-29;299;
1081;Nordjylland;2022-07-29;139;
1085;Sjælland;2022-07-29;212;
1083;Syddanmark;2022-07-29;306;
1084;Hovedstaden;2022-07-30;397;
1082;Midtjylland;2022-07-30;278;
1081;Nordjylland;2022-07-30;84;
1085;Sjælland;2022-07-30;160;
1083;Syddanmark;2022-07-30;179;
1084;Hovedstaden;2022-07-31;439;
1082;Midtjylland;2022-07-31;352;
1081;Nordjylland;2022-07-31;131;
1085;Sjælland;2022-07-31;230;
1083;Syddanmark;2022-07-31;297;
1084;Hovedstaden;2022-08-01;542;
1082;Midtjylland;2022-08-01;402;
1081;Nordjylland;2022-08-01;201;
1085;Sjælland;2022-08-01;383;
1083;Syddanmark;2022-08-01;454;
1084;Hovedstaden;2022-08-02;525;
1082;Midtjylland;2022-08-02;361;
1081;Nordjylland;2022-08-02;133;
1085;Sjælland;2022-08-02;316;
1083;Syddanmark;2022-08-02;457;
1084;Hovedstaden;2022-08-03;465;
1082;Midtjylland;2022-08-03;361;
1081;Nordjylland;2022-08-03;167;
1085;Sjælland;2022-08-03;316;
1083;Syddanmark;2022-08-03;369;
1084;Hovedstaden;2022-08-04;381;
1082;Midtjylland;2022-08-04;327;
1081;Nordjylland;2022-08-04;137;
1085;Sjælland;2022-08-04;261;
1083;Syddanmark;2022-08-04;253;
1084;Hovedstaden;2022-08-05;350;
1082;Midtjylland;2022-08-05;280;
1081;Nordjylland;2022-08-05;150;
1085;Sjælland;2022-08-05;223;
1083;Syddanmark;2022-08-05;304;
1084;Hovedstaden;2022-08-06;337;
1082;Midtjylland;2022-08-06;204;
1081;Nordjylland;2022-08-06;87;
1085;Sjælland;2022-08-06;144;
1083;Syddanmark;2022-08-06;155;
1084;Hovedstaden;2022-08-07;358;
1082;Midtjylland;2022-08-07;297;
1081;Nordjylland;2022-08-07;105;
1085;Sjælland;2022-08-07;179;
1083;Syddanmark;2022-08-07;295;
1084;Hovedstaden;2022-08-08;455;
1082;Midtjylland;2022-08-08;491;
1081;Nordjylland;2022-08-08;216;
1085;Sjælland;2022-08-08;309;
1083;Syddanmark;2022-08-08;490;
1084;Hovedstaden;2022-08-09;549;
1082;Midtjylland;2022-08-09;595;
1081;Nordjylland;2022-08-09;200;
1085;Sjælland;2022-08-09;308;
1083;Syddanmark;2022-08-09;485;
1084;Hovedstaden;2022-08-10;538;
1082;Midtjylland;2022-08-10;639;
1081;Nordjylland;2022-08-10;218;
1085;Sjælland;2022-08-10;345;
1083;Syddanmark;2022-08-10;403;
1084;Hovedstaden;2022-08-11;506;
1082;Midtjylland;2022-08-11;594;
1081;Nordjylland;2022-08-11;164;
1085;Sjælland;2022-08-11;260;
1083;Syddanmark;2022-08-11;304;
1084;Hovedstaden;2022-08-12;394;
1082;Midtjylland;2022-08-12;483;
1081;Nordjylland;2022-08-12;177;
1085;Sjælland;2022-08-12;258;
1083;Syddanmark;2022-08-12;350;
1084;Hovedstaden;2022-08-13;304;
1082;Midtjylland;2022-08-13;354;
1081;Nordjylland;2022-08-13;107;
1085;Sjælland;2022-08-13;142;
1083;Syddanmark;2022-08-13;179;
1084;Hovedstaden;2022-08-14;314;
1082;Midtjylland;2022-08-14;385;
1081;Nordjylland;2022-08-14;112;
1085;Sjælland;2022-08-14;205;
1083;Syddanmark;2022-08-14;253;
1084;Hovedstaden;2022-08-15;466;
1082;Midtjylland;2022-08-15;542;
1081;Nordjylland;2022-08-15;191;
1085;Sjælland;2022-08-15;286;
1083;Syddanmark;2022-08-15;430;
1084;Hovedstaden;2022-08-16;415;
1082;Midtjylland;2022-08-16;428;
1081;Nordjylland;2022-08-16;140;
1085;Sjælland;2022-08-16;251;
1083;Syddanmark;2022-08-16;376;
1084;Hovedstaden;2022-08-17;327;
1082;Midtjylland;2022-08-17;391;
1081;Nordjylland;2022-08-17;139;
1085;Sjælland;2022-08-17;265;
1083;Syddanmark;2022-08-17;322;
1084;Hovedstaden;2022-08-18;302;
1082;Midtjylland;2022-08-18;306;
1081;Nordjylland;2022-08-18;107;
1085;Sjælland;2022-08-18;215;
1083;Syddanmark;2022-08-18;240;
1084;Hovedstaden;2022-08-19;236;
1082;Midtjylland;2022-08-19;266;
1081;Nordjylland;2022-08-19;116;
1085;Sjælland;2022-08-19;221;
1083;Syddanmark;2022-08-19;225;
1084;Hovedstaden;2022-08-20;231;
1082;Midtjylland;2022-08-20;224;
1081;Nordjylland;2022-08-20;79;
1085;Sjælland;2022-08-20;69;
1083;Syddanmark;2022-08-20;101;
1084;Hovedstaden;2022-08-21;213;
1082;Midtjylland;2022-08-21;253;
1081;Nordjylland;2022-08-21;91;
1085;Sjælland;2022-08-21;125;
1083;Syddanmark;2022-08-21;198;
1084;Hovedstaden;2022-08-22;298;
1082;Midtjylland;2022-08-22;309;
1081;Nordjylland;2022-08-22;173;
1085;Sjælland;2022-08-22;124;
1083;Syddanmark;2022-08-22;265;
1084;Hovedstaden;2022-08-23;238;
1082;Midtjylland;2022-08-23;312;
1081;Nordjylland;2022-08-23;112;
1085;Sjælland;2022-08-23;174;
1083;Syddanmark;2022-08-23;231;
1084;Hovedstaden;2022-08-24;274;
1082;Midtjylland;2022-08-24;317;
1081;Nordjylland;2022-08-24;137;
1085;Sjælland;2022-08-24;184;
1083;Syddanmark;2022-08-24;221;
1084;Hovedstaden;2022-08-25;211;
1082;Midtjylland;2022-08-25;255;
1081;Nordjylland;2022-08-25;111;
1085;Sjælland;2022-08-25;162;
1083;Syddanmark;2022-08-25;143;
1084;Hovedstaden;2022-08-26;209;
1082;Midtjylland;2022-08-26;239;
1081;Nordjylland;2022-08-26;137;
1085;Sjælland;2022-08-26;134;
1083;Syddanmark;2022-08-26;173;
1084;Hovedstaden;2022-08-27;170;
1082;Midtjylland;2022-08-27;173;
1081;Nordjylland;2022-08-27;77;
1085;Sjælland;2022-08-27;63;
1083;Syddanmark;2022-08-27;92;
1084;Hovedstaden;2022-08-28;151;
1082;Midtjylland;2022-08-28;174;
1081;Nordjylland;2022-08-28;74;
1085;Sjælland;2022-08-28;100;
1083;Syddanmark;2022-08-28;139;
1084;Hovedstaden;2022-08-29;270;
1082;Midtjylland;2022-08-29;221;
1081;Nordjylland;2022-08-29;126;
1085;Sjælland;2022-08-29;152;
1083;Syddanmark;2022-08-29;228;
1084;Hovedstaden;2022-08-30;167;
1082;Midtjylland;2022-08-30;211;
1081;Nordjylland;2022-08-30;77;
1085;Sjælland;2022-08-30;111;
1083;Syddanmark;2022-08-30;181;
1084;Hovedstaden;2022-08-31;203;
1082;Midtjylland;2022-08-31;234;
1081;Nordjylland;2022-08-31;89;
1085;Sjælland;2022-08-31;131;
1083;Syddanmark;2022-08-31;118;
1084;Hovedstaden;2022-09-01;165;
1082;Midtjylland;2022-09-01;196;
1081;Nordjylland;2022-09-01;56;
1085;Sjælland;2022-09-01;124;
1083;Syddanmark;2022-09-01;128;
1084;Hovedstaden;2022-09-02;209;
1082;Midtjylland;2022-09-02;179;
1081;Nordjylland;2022-09-02;63;
1085;Sjælland;2022-09-02;94;
1083;Syddanmark;2022-09-02;148;
1084;Hovedstaden;2022-09-03;170;
1082;Midtjylland;2022-09-03;134;
1081;Nordjylland;2022-09-03;40;
1085;Sjælland;2022-09-03;47;
1083;Syddanmark;2022-09-03;73;
1084;Hovedstaden;2022-09-04;168;
1082;Midtjylland;2022-09-04;154;
1081;Nordjylland;2022-09-04;53;
1085;Sjælland;2022-09-04;96;
1083;Syddanmark;2022-09-04;82;
1084;Hovedstaden;2022-09-05;255;
1082;Midtjylland;2022-09-05;251;
1081;Nordjylland;2022-09-05;101;
1085;Sjælland;2022-09-05;183;
1083;Syddanmark;2022-09-05;263;
1084;Hovedstaden;2022-09-06;248;
1082;Midtjylland;2022-09-06;199;
1081;Nordjylland;2022-09-06;88;
1085;Sjælland;2022-09-06;130;
1083;Syddanmark;2022-09-06;200;
1084;Hovedstaden;2022-09-07;254;
1082;Midtjylland;2022-09-07;221;
1081;Nordjylland;2022-09-07;84;
1085;Sjælland;2022-09-07;142;
1083;Syddanmark;2022-09-07;177;
1084;Hovedstaden;2022-09-08;251;
1082;Midtjylland;2022-09-08;191;
1081;Nordjylland;2022-09-08;90;
1085;Sjælland;2022-09-08;158;
1083;Syddanmark;2022-09-08;137;
1084;Hovedstaden;2022-09-09;206;
1082;Midtjylland;2022-09-09;144;
1081;Nordjylland;2022-09-09;82;
1085;Sjælland;2022-09-09;117;
1083;Syddanmark;2022-09-09;117;
1084;Hovedstaden;2022-09-10;152;
1082;Midtjylland;2022-09-10;141;
1081;Nordjylland;2022-09-10;52;
1085;Sjælland;2022-09-10;66;
1083;Syddanmark;2022-09-10;81;
1084;Hovedstaden;2022-09-11;186;
1082;Midtjylland;2022-09-11;141;
1081;Nordjylland;2022-09-11;61;
1085;Sjælland;2022-09-11;79;
1083;Syddanmark;2022-09-11;145;
1084;Hovedstaden;2022-09-12;283;
1082;Midtjylland;2022-09-12;201;
1081;Nordjylland;2022-09-12;119;
1085;Sjælland;2022-09-12;187;
1083;Syddanmark;2022-09-12;212;
1084;Hovedstaden;2022-09-13;237;
1082;Midtjylland;2022-09-13;176;
1081;Nordjylland;2022-09-13;100;
1085;Sjælland;2022-09-13;158;
1083;Syddanmark;2022-09-13;221;
1084;Hovedstaden;2022-09-14;223;
1082;Midtjylland;2022-09-14;151;
1081;Nordjylland;2022-09-14;111;
1085;Sjælland;2022-09-14;163;
1083;Syddanmark;2022-09-14;162;
1084;Hovedstaden;2022-09-15;237;
1082;Midtjylland;2022-09-15;126;
1081;Nordjylland;2022-09-15;94;
1085;Sjælland;2022-09-15;164;
1083;Syddanmark;2022-09-15;182;
1084;Hovedstaden;2022-09-16;198;
1082;Midtjylland;2022-09-16;153;
1081;Nordjylland;2022-09-16;105;
1085;Sjælland;2022-09-16;108;
1083;Syddanmark;2022-09-16;131;
1084;Hovedstaden;2022-09-17;153;
1082;Midtjylland;2022-09-17;104;
1081;Nordjylland;2022-09-17;57;
1085;Sjælland;2022-09-17;54;
1083;Syddanmark;2022-09-17;56;
1084;Hovedstaden;2022-09-18;157;
1082;Midtjylland;2022-09-18;156;
1081;Nordjylland;2022-09-18;36;
1085;Sjælland;2022-09-18;99;
1083;Syddanmark;2022-09-18;144;
1084;Hovedstaden;2022-09-19;262;
1082;Midtjylland;2022-09-19;235;
1081;Nordjylland;2022-09-19;124;
1085;Sjælland;2022-09-19;188;
1083;Syddanmark;2022-09-19;244;
1084;Hovedstaden;2022-09-20;245;
1082;Midtjylland;2022-09-20;219;
1081;Nordjylland;2022-09-20;83;
1085;Sjælland;2022-09-20;203;
1083;Syddanmark;2022-09-20;245;
1084;Hovedstaden;2022-09-21;278;
1082;Midtjylland;2022-09-21;255;
1081;Nordjylland;2022-09-21;112;
1085;Sjælland;2022-09-21;226;
1083;Syddanmark;2022-09-21;237;
1084;Hovedstaden;2022-09-22;305;
1082;Midtjylland;2022-09-22;234;
1081;Nordjylland;2022-09-22;112;
1085;Sjælland;2022-09-22;223;
1083;Syddanmark;2022-09-22;225;
1084;Hovedstaden;2022-09-23;289;
1082;Midtjylland;2022-09-23;228;
1081;Nordjylland;2022-09-23;101;
1085;Sjælland;2022-09-23;187;
1083;Syddanmark;2022-09-23;186;
1084;Hovedstaden;2022-09-24;226;
1082;Midtjylland;2022-09-24;185;
1081;Nordjylland;2022-09-24;72;
1085;Sjælland;2022-09-24;86;
1083;Syddanmark;2022-09-24;136;
1084;Hovedstaden;2022-09-25;312;
1082;Midtjylland;2022-09-25;216;
1081;Nordjylland;2022-09-25;72;
1085;Sjælland;2022-09-25;135;
1083;Syddanmark;2022-09-25;243;
1084;Hovedstaden;2022-09-26;426;
1082;Midtjylland;2022-09-26;346;
1081;Nordjylland;2022-09-26;150;
1085;Sjælland;2022-09-26;282;
1083;Syddanmark;2022-09-26;370;
1084;Hovedstaden;2022-09-27;362;
1082;Midtjylland;2022-09-27;302;
1081;Nordjylland;2022-09-27;98;
1085;Sjælland;2022-09-27;298;
1083;Syddanmark;2022-09-27;371;
1084;Hovedstaden;2022-09-28;315;
1082;Midtjylland;2022-09-28;292;
1081;Nordjylland;2022-09-28;139;
1085;Sjælland;2022-09-28;195;
1083;Syddanmark;2022-09-28;321;
1084;Hovedstaden;2022-09-29;346;
1082;Midtjylland;2022-09-29;272;
1081;Nordjylland;2022-09-29;115;
1085;Sjælland;2022-09-29;248;
1083;Syddanmark;2022-09-29;286;
1084;Hovedstaden;2022-09-30;295;
1082;Midtjylland;2022-09-30;227;
1081;Nordjylland;2022-09-30;136;
1085;Sjælland;2022-09-30;199;
1083;Syddanmark;2022-09-30;243;
1084;Hovedstaden;2022-10-01;235;
1082;Midtjylland;2022-10-01;234;
1081;Nordjylland;2022-10-01;72;
1085;Sjælland;2022-10-01;106;
1083;Syddanmark;2022-10-01;189;
1084;Hovedstaden;2022-10-02;260;
1082;Midtjylland;2022-10-02;238;
1081;Nordjylland;2022-10-02;73;
1085;Sjælland;2022-10-02;130;
1083;Syddanmark;2022-10-02;303;
1084;Hovedstaden;2022-10-03;410;
1082;Midtjylland;2022-10-03;333;
1081;Nordjylland;2022-10-03;182;
1085;Sjælland;2022-10-03;332;
1083;Syddanmark;2022-10-03;491;
1084;Hovedstaden;2022-10-04;381;
1082;Midtjylland;2022-10-04;357;
1081;Nordjylland;2022-10-04;127;
1085;Sjælland;2022-10-04;274;
1083;Syddanmark;2022-10-04;426;
1084;Hovedstaden;2022-10-05;388;
1082;Midtjylland;2022-10-05;336;
1081;Nordjylland;2022-10-05;135;
1085;Sjælland;2022-10-05;253;
1083;Syddanmark;2022-10-05;417;
1084;Hovedstaden;2022-10-06;312;
1082;Midtjylland;2022-10-06;339;
1081;Nordjylland;2022-10-06;111;
1085;Sjælland;2022-10-06;226;
1083;Syddanmark;2022-10-06;313;
1084;Hovedstaden;2022-10-07;305;
1082;Midtjylland;2022-10-07;293;
1081;Nordjylland;2022-10-07;134;
1085;Sjælland;2022-10-07;214;
1083;Syddanmark;2022-10-07;313;
1084;Hovedstaden;2022-10-08;234;
1082;Midtjylland;2022-10-08;256;
1081;Nordjylland;2022-10-08;86;
1085;Sjælland;2022-10-08;154;
1083;Syddanmark;2022-10-08;179;
1084;Hovedstaden;2022-10-09;258;
1082;Midtjylland;2022-10-09;285;
1081;Nordjylland;2022-10-09;89;
1085;Sjælland;2022-10-09;206;
1083;Syddanmark;2022-10-09;330;
1084;Hovedstaden;2022-10-10;367;
1082;Midtjylland;2022-10-10;387;
1081;Nordjylland;2022-10-10;192;
1085;Sjælland;2022-10-10;284;
1083;Syddanmark;2022-10-10;399;
1084;Hovedstaden;2022-10-11;358;
1082;Midtjylland;2022-10-11;336;
1081;Nordjylland;2022-10-11;128;
1085;Sjælland;2022-10-11;266;
1083;Syddanmark;2022-10-11;381;
1084;Hovedstaden;2022-10-12;325;
1082;Midtjylland;2022-10-12;323;
1081;Nordjylland;2022-10-12;160;
1085;Sjælland;2022-10-12;244;
1083;Syddanmark;2022-10-12;346;
1084;Hovedstaden;2022-10-13;324;
1082;Midtjylland;2022-10-13;284;
1081;Nordjylland;2022-10-13;146;
1085;Sjælland;2022-10-13;240;
1083;Syddanmark;2022-10-13;293;
1084;Hovedstaden;2022-10-14;290;
1082;Midtjylland;2022-10-14;275;
1081;Nordjylland;2022-10-14;143;
1085;Sjælland;2022-10-14;244;
1083;Syddanmark;2022-10-14;287;
1084;Hovedstaden;2022-10-15;235;
1082;Midtjylland;2022-10-15;245;
1081;Nordjylland;2022-10-15;101;
1085;Sjælland;2022-10-15;172;
1083;Syddanmark;2022-10-15;149;
1084;Hovedstaden;2022-10-16;269;
1082;Midtjylland;2022-10-16;263;
1081;Nordjylland;2022-10-16;93;
1085;Sjælland;2022-10-16;168;
1083;Syddanmark;2022-10-16;264;
1084;Hovedstaden;2022-10-17;369;
1082;Midtjylland;2022-10-17;307;
1081;Nordjylland;2022-10-17;168;
1085;Sjælland;2022-10-17;267;
1083;Syddanmark;2022-10-17;350;
1084;Hovedstaden;2022-10-18;336;
1082;Midtjylland;2022-10-18;318;
1081;Nordjylland;2022-10-18;112;
1085;Sjælland;2022-10-18;255;
1083;Syddanmark;2022-10-18;367;
1084;Hovedstaden;2022-10-19;287;
1082;Midtjylland;2022-10-19;262;
1081;Nordjylland;2022-10-19;109;
1085;Sjælland;2022-10-19;260;
1083;Syddanmark;2022-10-19;275;
1084;Hovedstaden;2022-10-20;271;
1082;Midtjylland;2022-10-20;219;
1081;Nordjylland;2022-10-20;74;
1085;Sjælland;2022-10-20;174;
1083;Syddanmark;2022-10-20;232;
1084;Hovedstaden;2022-10-21;261;
1082;Midtjylland;2022-10-21;208;
1081;Nordjylland;2022-10-21;88;
1085;Sjælland;2022-10-21;159;
1083;Syddanmark;2022-10-21;233;
1084;Hovedstaden;2022-10-22;201;
1082;Midtjylland;2022-10-22;195;
1081;Nordjylland;2022-10-22;61;
1085;Sjælland;2022-10-22;126;
1083;Syddanmark;2022-10-22;130;
1084;Hovedstaden;2022-10-23;208;
1082;Midtjylland;2022-10-23;229;
1081;Nordjylland;2022-10-23;58;
1085;Sjælland;2022-10-23;157;
1083;Syddanmark;2022-10-23;264;
1084;Hovedstaden;2022-10-24;309;
1082;Midtjylland;2022-10-24;286;
1081;Nordjylland;2022-10-24;134;
1085;Sjælland;2022-10-24;207;
1083;Syddanmark;2022-10-24;304;
1084;Hovedstaden;2022-10-25;259;
1082;Midtjylland;2022-10-25;245;
1081;Nordjylland;2022-10-25;93;
1085;Sjælland;2022-10-25;207;
1083;Syddanmark;2022-10-25;290;
1084;Hovedstaden;2022-10-26;253;
1082;Midtjylland;2022-10-26;221;
1081;Nordjylland;2022-10-26;103;
1085;Sjælland;2022-10-26;230;
1083;Syddanmark;2022-10-26;229;
1084;Hovedstaden;2022-10-27;218;
1082;Midtjylland;2022-10-27;177;
1081;Nordjylland;2022-10-27;57;
1085;Sjælland;2022-10-27;162;
1083;Syddanmark;2022-10-27;187;
1084;Hovedstaden;2022-10-28;210;
1082;Midtjylland;2022-10-28;162;
1081;Nordjylland;2022-10-28;88;
1085;Sjælland;2022-10-28;122;
1083;Syddanmark;2022-10-28;148;
1084;Hovedstaden;2022-10-29;170;
1082;Midtjylland;2022-10-29;112;
1081;Nordjylland;2022-10-29;37;
1085;Sjælland;2022-10-29;103;
1083;Syddanmark;2022-10-29;82;
1084;Hovedstaden;2022-10-30;157;
1082;Midtjylland;2022-10-30;142;
1081;Nordjylland;2022-10-30;50;
1085;Sjælland;2022-10-30;112;
1083;Syddanmark;2022-10-30;122;
1084;Hovedstaden;2022-10-31;218;
1082;Midtjylland;2022-10-31;181;
1081;Nordjylland;2022-10-31;93;
1085;Sjælland;2022-10-31;153;
1083;Syddanmark;2022-10-31;192;
1084;Hovedstaden;2022-11-01;192;
1082;Midtjylland;2022-11-01;170;
1081;Nordjylland;2022-11-01;52;
1085;Sjælland;2022-11-01;116;
1083;Syddanmark;2022-11-01;156;
1084;Hovedstaden;2022-11-02;162;
1082;Midtjylland;2022-11-02;151;
1081;Nordjylland;2022-11-02;71;
1085;Sjælland;2022-11-02;123;
1083;Syddanmark;2022-11-02;160;
1084;Hovedstaden;2022-11-03;192;
1082;Midtjylland;2022-11-03;139;
1081;Nordjylland;2022-11-03;52;
1085;Sjælland;2022-11-03;111;
1083;Syddanmark;2022-11-03;111;
1084;Hovedstaden;2022-11-04;148;
1082;Midtjylland;2022-11-04;136;
1081;Nordjylland;2022-11-04;48;
1085;Sjælland;2022-11-04;106;
1083;Syddanmark;2022-11-04;110;
1084;Hovedstaden;2022-11-05;103;
1082;Midtjylland;2022-11-05;86;
1081;Nordjylland;2022-11-05;18;
1085;Sjælland;2022-11-05;74;
1083;Syddanmark;2022-11-05;71;
1084;Hovedstaden;2022-11-06;130;
1082;Midtjylland;2022-11-06;113;
1081;Nordjylland;2022-11-06;37;
1085;Sjælland;2022-11-06;93;
1083;Syddanmark;2022-11-06;110;
1084;Hovedstaden;2022-11-07;216;
1082;Midtjylland;2022-11-07;161;
1081;Nordjylland;2022-11-07;73;
1085;Sjælland;2022-11-07;130;
1083;Syddanmark;2022-11-07;145;
1084;Hovedstaden;2022-11-08;226;
1082;Midtjylland;2022-11-08;131;
1081;Nordjylland;2022-11-08;47;
1085;Sjælland;2022-11-08;139;
1083;Syddanmark;2022-11-08;180;
1084;Hovedstaden;2022-11-09;207;
1082;Midtjylland;2022-11-09;166;
1081;Nordjylland;2022-11-09;75;
1085;Sjælland;2022-11-09;169;
1083;Syddanmark;2022-11-09;153;
1084;Hovedstaden;2022-11-10;188;
1082;Midtjylland;2022-11-10;139;
1081;Nordjylland;2022-11-10;59;
1085;Sjælland;2022-11-10;104;
1083;Syddanmark;2022-11-10;120;
1084;Hovedstaden;2022-11-11;166;
1082;Midtjylland;2022-11-11;90;
1081;Nordjylland;2022-11-11;60;
1085;Sjælland;2022-11-11;100;
1083;Syddanmark;2022-11-11;95;
1084;Hovedstaden;2022-11-12;134;
1082;Midtjylland;2022-11-12;79;
1081;Nordjylland;2022-11-12;31;
1085;Sjælland;2022-11-12;91;
1083;Syddanmark;2022-11-12;71;
1084;Hovedstaden;2022-11-13;141;
1082;Midtjylland;2022-11-13;102;
1081;Nordjylland;2022-11-13;44;
1085;Sjælland;2022-11-13;95;
1083;Syddanmark;2022-11-13;109;
1084;Hovedstaden;2022-11-14;180;
1082;Midtjylland;2022-11-14;161;
1081;Nordjylland;2022-11-14;73;
1085;Sjælland;2022-11-14;114;
1083;Syddanmark;2022-11-14;153;
1084;Hovedstaden;2022-11-15;214;
1082;Midtjylland;2022-11-15;134;
1081;Nordjylland;2022-11-15;41;
1085;Sjælland;2022-11-15;116;
1083;Syddanmark;2022-11-15;152;
1084;Hovedstaden;2022-11-16;175;
1082;Midtjylland;2022-11-16;124;
1081;Nordjylland;2022-11-16;52;
1085;Sjælland;2022-11-16;106;
1083;Syddanmark;2022-11-16;125;
1084;Hovedstaden;2022-11-17;182;
1082;Midtjylland;2022-11-17;112;
1081;Nordjylland;2022-11-17;35;
1085;Sjælland;2022-11-17;119;
1083;Syddanmark;2022-11-17;103;
1084;Hovedstaden;2022-11-18;156;
1082;Midtjylland;2022-11-18;105;
1081;Nordjylland;2022-11-18;51;
1085;Sjælland;2022-11-18;88;
1083;Syddanmark;2022-11-18;84;
1084;Hovedstaden;2022-11-19;124;
1082;Midtjylland;2022-11-19;81;
1081;Nordjylland;2022-11-19;17;
1085;Sjælland;2022-11-19;72;
1083;Syddanmark;2022-11-19;54;
1084;Hovedstaden;2022-11-20;160;
1082;Midtjylland;2022-11-20;79;
1081;Nordjylland;2022-11-20;33;
1085;Sjælland;2022-11-20;89;
1083;Syddanmark;2022-11-20;106;
1084;Hovedstaden;2022-11-21;176;
1082;Midtjylland;2022-11-21;141;
1081;Nordjylland;2022-11-21;57;
1085;Sjælland;2022-11-21;105;
1083;Syddanmark;2022-11-21;147;
1084;Hovedstaden;2022-11-22;205;
1082;Midtjylland;2022-11-22;137;
1081;Nordjylland;2022-11-22;51;
1085;Sjælland;2022-11-22;119;
1083;Syddanmark;2022-11-22;154;
1084;Hovedstaden;2022-11-23;230;
1082;Midtjylland;2022-11-23;140;
1081;Nordjylland;2022-11-23;79;
1085;Sjælland;2022-11-23;128;
1083;Syddanmark;2022-11-23;141;
1084;Hovedstaden;2022-11-24;252;
1082;Midtjylland;2022-11-24;160;
1081;Nordjylland;2022-11-24;58;
1085;Sjælland;2022-11-24;127;
1083;Syddanmark;2022-11-24;165;
1084;Hovedstaden;2022-11-25;204;
1082;Midtjylland;2022-11-25;136;
1081;Nordjylland;2022-11-25;57;
1085;Sjælland;2022-11-25;104;
1083;Syddanmark;2022-11-25;125;
1084;Hovedstaden;2022-11-26;141;
1082;Midtjylland;2022-11-26;130;
1081;Nordjylland;2022-11-26;36;
1085;Sjælland;2022-11-26;88;
1083;Syddanmark;2022-11-26;81;
1084;Hovedstaden;2022-11-27;202;
1082;Midtjylland;2022-11-27;138;
1081;Nordjylland;2022-11-27;52;
1085;Sjælland;2022-11-27;113;
1083;Syddanmark;2022-11-27;143;
1084;Hovedstaden;2022-11-28;356;
1082;Midtjylland;2022-11-28;229;
1081;Nordjylland;2022-11-28;117;
1085;Sjælland;2022-11-28;188;
1083;Syddanmark;2022-11-28;246;
1084;Hovedstaden;2022-11-29;343;
1082;Midtjylland;2022-11-29;229;
1081;Nordjylland;2022-11-29;89;
1085;Sjælland;2022-11-29;191;
1083;Syddanmark;2022-11-29;273;
1084;Hovedstaden;2022-11-30;359;
1082;Midtjylland;2022-11-30;285;
1081;Nordjylland;2022-11-30;148;
1085;Sjælland;2022-11-30;182;
1083;Syddanmark;2022-11-30;252;
1084;Hovedstaden;2022-12-01;350;
1082;Midtjylland;2022-12-01;226;
1081;Nordjylland;2022-12-01;109;
1085;Sjælland;2022-12-01;165;
1083;Syddanmark;2022-12-01;245;
1084;Hovedstaden;2022-12-02;293;
