"Regionskode";"Region";"Dato";"Indlæggelser";"timestamp_2025-10-21T10:00:08.562"
1085;Sjælland;2021-12-20;17;
1083;Syddanmark;2021-12-20;14;
1084;Hovedstaden;2021-12-21;42;
1082;Midtjylland;2021-12-21;13;
1081;Nordjylland;2021-12-21;8;
1085;Sjælland;2021-12-21;16;
1083;Syddanmark;2021-12-21;8;
1084;Hovedstaden;2021-12-22;56;
1082;Midtjylland;2021-12-22;17;
1081;Nordjylland;2021-12-22;8;
1085;Sjælland;2021-12-22;18;
1083;Syddanmark;2021-12-22;15;
1084;Hovedstaden;2021-12-23;35;
1082;Midtjylland;2021-12-23;13;
1081;Nordjylland;2021-12-23;2;
1085;Sjælland;2021-12-23;20;
1083;Syddanmark;2021-12-23;11;
1084;Hovedstaden;2021-12-24;25;
1082;Midtjylland;2021-12-24;11;
1081;Nordjylland;2021-12-24;9;
1085;Sjælland;2021-12-24;12;
1083;Syddanmark;2021-12-24;5;
1084;Hovedstaden;2021-12-25;48;
1082;Midtjylland;2021-12-25;12;
1081;Nordjylland;2021-12-25;5;
1085;Sjælland;2021-12-25;17;
1083;Syddanmark;2021-12-25;11;
1084;Hovedstaden;2021-12-26;33;
1082;Midtjylland;2021-12-26;12;
1081;Nordjylland;2021-12-26;4;
1085;Sjælland;2021-12-26;20;
1083;Syddanmark;2021-12-26;14;
1084;Hovedstaden;2021-12-27;57;
1082;Midtjylland;2021-12-27;21;
1081;Nordjylland;2021-12-27;6;
1085;Sjælland;2021-12-27;22;
1083;Syddanmark;2021-12-27;28;
1084;Hovedstaden;2021-12-28;60;
1082;Midtjylland;2021-12-28;19;
1081;Nordjylland;2021-12-28;10;
1085;Sjælland;2021-12-28;24;
1083;Syddanmark;2021-12-28;19;
1084;Hovedstaden;2021-12-29;66;
1082;Midtjylland;2021-12-29;20;
1081;Nordjylland;2021-12-29;8;
1085;Sjælland;2021-12-29;24;
1083;Syddanmark;2021-12-29;14;
1084;Hovedstaden;2021-12-30;51;
1082;Midtjylland;2021-12-30;15;
1081;Nordjylland;2021-12-30;9;
1085;Sjælland;2021-12-30;21;
1083;Syddanmark;2021-12-30;17;
1084;Hovedstaden;2021-12-31;38;
1082;Midtjylland;2021-12-31;14;
1081;Nordjylland;2021-12-31;6;
1085;Sjælland;2021-12-31;16;
1083;Syddanmark;2021-12-31;15;
1084;Hovedstaden;2022-01-01;56;
1082;Midtjylland;2022-01-01;16;
1081;Nordjylland;2022-01-01;9;
1085;Sjælland;2022-01-01;32;
1083;Syddanmark;2022-01-01;22;
1084;Hovedstaden;2022-01-02;70;
1082;Midtjylland;2022-01-02;17;
1081;Nordjylland;2022-01-02;16;
1085;Sjælland;2022-01-02;27;
1083;Syddanmark;2022-01-02;16;
1084;Hovedstaden;2022-01-03;70;
1082;Midtjylland;2022-01-03;26;
1081;Nordjylland;2022-01-03;13;
1085;Sjælland;2022-01-03;24;
1083;Syddanmark;2022-01-03;22;
1084;Hovedstaden;2022-01-04;59;
1082;Midtjylland;2022-01-04;25;
1081;Nordjylland;2022-01-04;14;
1085;Sjælland;2022-01-04;26;
1083;Syddanmark;2022-01-04;14;
1084;Hovedstaden;2022-01-05;44;
1082;Midtjylland;2022-01-05;17;
1081;Nordjylland;2022-01-05;12;
1085;Sjælland;2022-01-05;20;
1083;Syddanmark;2022-01-05;17;
1084;Hovedstaden;2022-01-06;59;
1082;Midtjylland;2022-01-06;15;
1081;Nordjylland;2022-01-06;4;
1085;Sjælland;2022-01-06;31;
1083;Syddanmark;2022-01-06;24;
1084;Hovedstaden;2022-01-07;45;
1082;Midtjylland;2022-01-07;16;
1081;Nordjylland;2022-01-07;7;
1085;Sjælland;2022-01-07;15;
1083;Syddanmark;2022-01-07;19;
1084;Hovedstaden;2022-01-08;42;
1082;Midtjylland;2022-01-08;11;
1081;Nordjylland;2022-01-08;6;
1085;Sjælland;2022-01-08;17;
1083;Syddanmark;2022-01-08;8;
1084;Hovedstaden;2022-01-09;45;
1082;Midtjylland;2022-01-09;20;
1081;Nordjylland;2022-01-09;13;
1085;Sjælland;2022-01-09;16;
1083;Syddanmark;2022-01-09;25;
1084;Hovedstaden;2022-01-10;53;
1082;Midtjylland;2022-01-10;23;
1081;Nordjylland;2022-01-10;16;
1085;Sjælland;2022-01-10;27;
1083;Syddanmark;2022-01-10;29;
1084;Hovedstaden;2022-01-11;61;
1082;Midtjylland;2022-01-11;17;
1081;Nordjylland;2022-01-11;14;
1085;Sjælland;2022-01-11;20;
1083;Syddanmark;2022-01-11;28;
1084;Hovedstaden;2022-01-12;63;
1082;Midtjylland;2022-01-12;26;
1081;Nordjylland;2022-01-12;7;
1085;Sjælland;2022-01-12;23;
1083;Syddanmark;2022-01-12;24;
1084;Hovedstaden;2022-01-13;69;
1082;Midtjylland;2022-01-13;21;
1081;Nordjylland;2022-01-13;8;
1085;Sjælland;2022-01-13;26;
1083;Syddanmark;2022-01-13;20;
1084;Hovedstaden;2022-01-14;52;
1082;Midtjylland;2022-01-14;23;
1081;Nordjylland;2022-01-14;11;
1085;Sjælland;2022-01-14;24;
1083;Syddanmark;2022-01-14;16;
1084;Hovedstaden;2022-01-15;40;
1082;Midtjylland;2022-01-15;23;
1081;Nordjylland;2022-01-15;11;
1085;Sjælland;2022-01-15;29;
1083;Syddanmark;2022-01-15;15;
1084;Hovedstaden;2022-01-16;56;
1082;Midtjylland;2022-01-16;31;
1081;Nordjylland;2022-01-16;11;
1085;Sjælland;2022-01-16;20;
1083;Syddanmark;2022-01-16;28;
1084;Hovedstaden;2022-01-17;82;
1082;Midtjylland;2022-01-17;30;
1081;Nordjylland;2022-01-17;15;
1085;Sjælland;2022-01-17;32;
1083;Syddanmark;2022-01-17;32;
1084;Hovedstaden;2022-01-18;66;
1082;Midtjylland;2022-01-18;34;
1081;Nordjylland;2022-01-18;16;
1085;Sjælland;2022-01-18;25;
1083;Syddanmark;2022-01-18;25;
1084;Hovedstaden;2022-01-19;59;
1082;Midtjylland;2022-01-19;31;
1081;Nordjylland;2022-01-19;14;
1085;Sjælland;2022-01-19;24;
1083;Syddanmark;2022-01-19;25;
1084;Hovedstaden;2022-01-20;64;
1082;Midtjylland;2022-01-20;24;
1081;Nordjylland;2022-01-20;14;
1085;Sjælland;2022-01-20;22;
1083;Syddanmark;2022-01-20;31;
1084;Hovedstaden;2022-01-21;67;
1082;Midtjylland;2022-01-21;19;
1081;Nordjylland;2022-01-21;18;
1085;Sjælland;2022-01-21;29;
1083;Syddanmark;2022-01-21;27;
1084;Hovedstaden;2022-01-22;52;
1082;Midtjylland;2022-01-22;19;
1081;Nordjylland;2022-01-22;10;
1085;Sjælland;2022-01-22;26;
1083;Syddanmark;2022-01-22;23;
1084;Hovedstaden;2022-01-23;76;
1082;Midtjylland;2022-01-23;22;
1081;Nordjylland;2022-01-23;12;
1085;Sjælland;2022-01-23;36;
1083;Syddanmark;2022-01-23;25;
1084;Hovedstaden;2022-01-24;89;
1082;Midtjylland;2022-01-24;33;
1081;Nordjylland;2022-01-24;14;
1085;Sjælland;2022-01-24;33;
1083;Syddanmark;2022-01-24;37;
1084;Hovedstaden;2022-01-25;64;
1082;Midtjylland;2022-01-25;25;
1081;Nordjylland;2022-01-25;25;
1085;Sjælland;2022-01-25;44;
1083;Syddanmark;2022-01-25;52;
1084;Hovedstaden;2022-01-26;82;
1082;Midtjylland;2022-01-26;42;
1081;Nordjylland;2022-01-26;13;
1085;Sjælland;2022-01-26;34;
1083;Syddanmark;2022-01-26;37;
1084;Hovedstaden;2022-01-27;93;
1082;Midtjylland;2022-01-27;46;
1081;Nordjylland;2022-01-27;12;
1085;Sjælland;2022-01-27;29;
1083;Syddanmark;2022-01-27;38;
1084;Hovedstaden;2022-01-28;79;
1082;Midtjylland;2022-01-28;34;
1081;Nordjylland;2022-01-28;12;
1085;Sjælland;2022-01-28;35;
1083;Syddanmark;2022-01-28;40;
1084;Hovedstaden;2022-01-29;51;
1082;Midtjylland;2022-01-29;28;
1081;Nordjylland;2022-01-29;6;
1085;Sjælland;2022-01-29;29;
1083;Syddanmark;2022-01-29;31;
1084;Hovedstaden;2022-01-30;85;
1082;Midtjylland;2022-01-30;28;
1081;Nordjylland;2022-01-30;20;
1085;Sjælland;2022-01-30;33;
1083;Syddanmark;2022-01-30;29;
1084;Hovedstaden;2022-01-31;88;
1082;Midtjylland;2022-01-31;46;
1081;Nordjylland;2022-01-31;13;
1085;Sjælland;2022-01-31;43;
1083;Syddanmark;2022-01-31;51;
1084;Hovedstaden;2022-02-01;93;
1082;Midtjylland;2022-02-01;42;
1081;Nordjylland;2022-02-01;23;
1085;Sjælland;2022-02-01;51;
1083;Syddanmark;2022-02-01;47;
1084;Hovedstaden;2022-02-02;93;
1082;Midtjylland;2022-02-02;48;
1081;Nordjylland;2022-02-02;29;
1085;Sjælland;2022-02-02;65;
1083;Syddanmark;2022-02-02;47;
1084;Hovedstaden;2022-02-03;87;
1082;Midtjylland;2022-02-03;53;
1081;Nordjylland;2022-02-03;31;
1085;Sjælland;2022-02-03;41;
1083;Syddanmark;2022-02-03;60;
1084;Hovedstaden;2022-02-04;84;
1082;Midtjylland;2022-02-04;47;
1081;Nordjylland;2022-02-04;27;
1085;Sjælland;2022-02-04;39;
1083;Syddanmark;2022-02-04;56;
1084;Hovedstaden;2022-02-05;65;
1082;Midtjylland;2022-02-05;46;
1081;Nordjylland;2022-02-05;19;
1085;Sjælland;2022-02-05;43;
1083;Syddanmark;2022-02-05;50;
1084;Hovedstaden;2022-02-06;71;
1082;Midtjylland;2022-02-06;48;
1081;Nordjylland;2022-02-06;20;
1085;Sjælland;2022-02-06;46;
1083;Syddanmark;2022-02-06;57;
1084;Hovedstaden;2022-02-07;106;
1082;Midtjylland;2022-02-07;70;
1081;Nordjylland;2022-02-07;27;
1085;Sjælland;2022-02-07;44;
1083;Syddanmark;2022-02-07;90;
1084;Hovedstaden;2022-02-08;79;
1082;Midtjylland;2022-02-08;67;
1081;Nordjylland;2022-02-08;36;
1085;Sjælland;2022-02-08;46;
1083;Syddanmark;2022-02-08;73;
1084;Hovedstaden;2022-02-09;115;
1082;Midtjylland;2022-02-09;65;
1081;Nordjylland;2022-02-09;31;
1085;Sjælland;2022-02-09;51;
1083;Syddanmark;2022-02-09;74;
1084;Hovedstaden;2022-02-10;96;
1082;Midtjylland;2022-02-10;78;
1081;Nordjylland;2022-02-10;32;
1085;Sjælland;2022-02-10;46;
1083;Syddanmark;2022-02-10;69;
1084;Hovedstaden;2022-02-11;84;
1082;Midtjylland;2022-02-11;57;
1081;Nordjylland;2022-02-11;39;
1085;Sjælland;2022-02-11;51;
1083;Syddanmark;2022-02-11;73;
1084;Hovedstaden;2022-02-12;53;
1082;Midtjylland;2022-02-12;55;
1081;Nordjylland;2022-02-12;31;
1085;Sjælland;2022-02-12;34;
1083;Syddanmark;2022-02-12;41;
1084;Hovedstaden;2022-02-13;84;
1082;Midtjylland;2022-02-13;71;
1081;Nordjylland;2022-02-13;31;
1085;Sjælland;2022-02-13;37;
1083;Syddanmark;2022-02-13;54;
1084;Hovedstaden;2022-02-14;113;
1082;Midtjylland;2022-02-14;61;
1081;Nordjylland;2022-02-14;51;
1085;Sjælland;2022-02-14;58;
1083;Syddanmark;2022-02-14;92;
1084;Hovedstaden;2022-02-15;89;
1082;Midtjylland;2022-02-15;75;
1081;Nordjylland;2022-02-15;52;
1085;Sjælland;2022-02-15;54;
1083;Syddanmark;2022-02-15;72;
1084;Hovedstaden;2022-02-16;106;
1082;Midtjylland;2022-02-16;92;
1081;Nordjylland;2022-02-16;38;
1085;Sjælland;2022-02-16;44;
1083;Syddanmark;2022-02-16;83;
1084;Hovedstaden;2022-02-17;83;
1082;Midtjylland;2022-02-17;78;
1081;Nordjylland;2022-02-17;39;
1085;Sjælland;2022-02-17;49;
1083;Syddanmark;2022-02-17;103;
1084;Hovedstaden;2022-02-18;98;
1082;Midtjylland;2022-02-18;56;
1081;Nordjylland;2022-02-18;47;
1085;Sjælland;2022-02-18;44;
1083;Syddanmark;2022-02-18;74;
1084;Hovedstaden;2022-02-19;47;
1082;Midtjylland;2022-02-19;57;
1081;Nordjylland;2022-02-19;50;
1085;Sjælland;2022-02-19;39;
1083;Syddanmark;2022-02-19;54;
1084;Hovedstaden;2022-02-20;90;
1082;Midtjylland;2022-02-20;62;
1081;Nordjylland;2022-02-20;33;
1085;Sjælland;2022-02-20;45;
1083;Syddanmark;2022-02-20;66;
1084;Hovedstaden;2022-02-21;114;
