"Uge";"Regionskode";"Region";"Antal tilfælde";"Antal borgere";"Type af tilfælde";"type_count";"timestamp_2025-10-21T10:00:08.562"
2024-U23;1083;Syddanmark;0;1237184;To eller flere reinfektioner;3;
2024-U23;1083;Syddanmark;2;1237184;Første reinfektion;2;
2024-U23;1083;Syddanmark;3;1237184;Første infektion;1;
2024-U24;1084;Hovedstaden;5;1911049;To eller flere reinfektioner;3;
2024-U24;1084;Hovedstaden;24;1911049;Første reinfektion;2;
2024-U24;1084;Hovedstaden;43;1911049;Første infektion;1;
2024-U24;1082;Midtjylland;0;1364473;To eller flere reinfektioner;3;
2024-U24;1082;Midtjylland;1;1364473;Første infektion;1;
2024-U24;1082;Midtjylland;9;1364473;Første reinfektion;2;
2024-U24;1081;Nordjylland;0;592073;To eller flere reinfektioner;3;
2024-U24;1081;Nordjylland;3;592073;Første infektion;1;
2024-U24;1081;Nordjylland;6;592073;Første reinfektion;2;
2024-U24;1085;Sjælland;2;851763;To eller flere reinfektioner;3;
2024-U24;1085;Sjælland;5;851763;Første reinfektion;2;
2024-U24;1085;Sjælland;7;851763;Første infektion;1;
2024-U24;1083;Syddanmark;1;1237184;To eller flere reinfektioner;3;
2024-U24;1083;Syddanmark;2;1237184;Første reinfektion;2;
2024-U24;1083;Syddanmark;4;1237184;Første infektion;1;
2024-U25;1084;Hovedstaden;11;1911049;To eller flere reinfektioner;3;
2024-U25;1084;Hovedstaden;37;1911049;Første reinfektion;2;
2024-U25;1084;Hovedstaden;61;1911049;Første infektion;1;
2024-U25;1082;Midtjylland;0;1364473;To eller flere reinfektioner;3;
2024-U25;1082;Midtjylland;8;1364473;Første infektion;1;
2024-U25;1082;Midtjylland;11;1364473;Første reinfektion;2;
2024-U25;1081;Nordjylland;0;592073;To eller flere reinfektioner;3;
2024-U25;1081;Nordjylland;1;592073;Første infektion;1;
2024-U25;1081;Nordjylland;2;592073;Første reinfektion;2;
2024-U25;1085;Sjælland;3;851763;To eller flere reinfektioner;3;
2024-U25;1085;Sjælland;10;851763;Første infektion;1;
2024-U25;1085;Sjælland;12;851763;Første reinfektion;2;
2024-U25;1083;Syddanmark;3;1237184;To eller flere reinfektioner;3;
2024-U25;1083;Syddanmark;8;1237184;Første infektion;1;
2024-U25;1083;Syddanmark;12;1237184;Første reinfektion;2;
2024-U26;1084;Hovedstaden;11;1911049;To eller flere reinfektioner;3;
2024-U26;1084;Hovedstaden;69;1911049;Første reinfektion;2;
2024-U26;1084;Hovedstaden;95;1911049;Første infektion;1;
2024-U26;1082;Midtjylland;0;1364473;To eller flere reinfektioner;3;
2024-U26;1082;Midtjylland;7;1364473;Første reinfektion;2;
2024-U26;1082;Midtjylland;15;1364473;Første infektion;1;
2024-U26;1081;Nordjylland;0;592073;To eller flere reinfektioner;3;
2024-U26;1081;Nordjylland;5;592073;Første infektion;1;
2024-U26;1081;Nordjylland;6;592073;Første reinfektion;2;
2024-U26;1085;Sjælland;1;851763;To eller flere reinfektioner;3;
2024-U26;1085;Sjælland;8;851763;Første infektion;1;
2024-U26;1085;Sjælland;8;851763;Første reinfektion;2;
2024-U26;1083;Syddanmark;4;1237184;To eller flere reinfektioner;3;
2024-U26;1083;Syddanmark;9;1237184;Første reinfektion;2;
2024-U26;1083;Syddanmark;20;1237184;Første infektion;1;
2024-U27;1084;Hovedstaden;13;1911153;To eller flere reinfektioner;3;
2024-U27;1084;Hovedstaden;75;1911153;Første reinfektion;2;
2024-U27;1084;Hovedstaden;93;1911153;Første infektion;1;
2024-U27;1082;Midtjylland;1;1364979;To eller flere reinfektioner;3;
2024-U27;1082;Midtjylland;12;1364979;Første reinfektion;2;
2024-U27;1082;Midtjylland;21;1364979;Første infektion;1;
2024-U27;1081;Nordjylland;0;592144;To eller flere reinfektioner;3;
2024-U27;1081;Nordjylland;6;592144;Første reinfektion;2;
2024-U27;1081;Nordjylland;11;592144;Første infektion;1;
2024-U27;1085;Sjælland;3;851969;To eller flere reinfektioner;3;
2024-U27;1085;Sjælland;12;851969;Første reinfektion;2;
2024-U27;1085;Sjælland;13;851969;Første infektion;1;
2024-U27;1083;Syddanmark;3;1237371;To eller flere reinfektioner;3;
2024-U27;1083;Syddanmark;18;1237371;Første reinfektion;2;
2024-U27;1083;Syddanmark;21;1237371;Første infektion;1;
2024-U28;1084;Hovedstaden;22;1911153;To eller flere reinfektioner;3;
2024-U28;1084;Hovedstaden;102;1911153;Første reinfektion;2;
2024-U28;1084;Hovedstaden;141;1911153;Første infektion;1;
2024-U28;1082;Midtjylland;0;1364979;To eller flere reinfektioner;3;
2024-U28;1082;Midtjylland;20;1364979;Første reinfektion;2;
2024-U28;1082;Midtjylland;34;1364979;Første infektion;1;
2024-U28;1081;Nordjylland;3;592144;To eller flere reinfektioner;3;
2024-U28;1081;Nordjylland;11;592144;Første reinfektion;2;
2024-U28;1081;Nordjylland;15;592144;Første infektion;1;
2024-U28;1085;Sjælland;1;851969;To eller flere reinfektioner;3;
2024-U28;1085;Sjælland;15;851969;Første reinfektion;2;
2024-U28;1085;Sjælland;24;851969;Første infektion;1;
2024-U28;1083;Syddanmark;3;1237371;To eller flere reinfektioner;3;
2024-U28;1083;Syddanmark;28;1237371;Første reinfektion;2;
2024-U28;1083;Syddanmark;36;1237371;Første infektion;1;
2024-U29;1084;Hovedstaden;16;1911153;To eller flere reinfektioner;3;
2024-U29;1084;Hovedstaden;113;1911153;Første reinfektion;2;
2024-U29;1084;Hovedstaden;141;1911153;Første infektion;1;
2024-U29;1082;Midtjylland;3;1364979;To eller flere reinfektioner;3;
2024-U29;1082;Midtjylland;17;1364979;Første reinfektion;2;
2024-U29;1082;Midtjylland;34;1364979;Første infektion;1;
2024-U29;1081;Nordjylland;0;592144;To eller flere reinfektioner;3;
2024-U29;1081;Nordjylland;12;592144;Første reinfektion;2;
2024-U29;1081;Nordjylland;18;592144;Første infektion;1;
2024-U29;1085;Sjælland;3;851969;To eller flere reinfektioner;3;
2024-U29;1085;Sjælland;23;851969;Første infektion;1;
2024-U29;1085;Sjælland;31;851969;Første reinfektion;2;
2024-U29;1083;Syddanmark;1;1237371;To eller flere reinfektioner;3;
2024-U29;1083;Syddanmark;39;1237371;Første reinfektion;2;
2024-U29;1083;Syddanmark;51;1237371;Første infektion;1;
2024-U30;1084;Hovedstaden;13;1911153;To eller flere reinfektioner;3;
2024-U30;1084;Hovedstaden;88;1911153;Første reinfektion;2;
2024-U30;1084;Hovedstaden;110;1911153;Første infektion;1;
2024-U30;1082;Midtjylland;2;1364979;To eller flere reinfektioner;3;
2024-U30;1082;Midtjylland;18;1364979;Første reinfektion;2;
2024-U30;1082;Midtjylland;27;1364979;Første infektion;1;
2024-U30;1081;Nordjylland;3;592144;To eller flere reinfektioner;3;
2024-U30;1081;Nordjylland;13;592144;Første reinfektion;2;
2024-U30;1081;Nordjylland;19;592144;Første infektion;1;
2024-U30;1085;Sjælland;2;851969;To eller flere reinfektioner;3;
2024-U30;1085;Sjælland;15;851969;Første reinfektion;2;
2024-U30;1085;Sjælland;33;851969;Første infektion;1;
2024-U30;1083;Syddanmark;3;1237371;To eller flere reinfektioner;3;
2024-U30;1083;Syddanmark;26;1237371;Første reinfektion;2;
2024-U30;1083;Syddanmark;39;1237371;Første infektion;1;
2024-U31;1084;Hovedstaden;15;1911153;To eller flere reinfektioner;3;
2024-U31;1084;Hovedstaden;71;1911153;Første infektion;1;
2024-U31;1084;Hovedstaden;72;1911153;Første reinfektion;2;
2024-U31;1082;Midtjylland;0;1364979;To eller flere reinfektioner;3;
2024-U31;1082;Midtjylland;11;1364979;Første reinfektion;2;
2024-U31;1082;Midtjylland;29;1364979;Første infektion;1;
2024-U31;1081;Nordjylland;2;592144;To eller flere reinfektioner;3;
2024-U31;1081;Nordjylland;11;592144;Første reinfektion;2;
2024-U31;1081;Nordjylland;20;592144;Første infektion;1;
2024-U31;1085;Sjælland;1;851969;To eller flere reinfektioner;3;
2024-U31;1085;Sjælland;11;851969;Første reinfektion;2;
2024-U31;1085;Sjælland;31;851969;Første infektion;1;
2024-U31;1083;Syddanmark;3;1237371;To eller flere reinfektioner;3;
2024-U31;1083;Syddanmark;21;1237371;Første reinfektion;2;
2024-U31;1083;Syddanmark;28;1237371;Første infektion;1;
2024-U32;1084;Hovedstaden;12;1912130;To eller flere reinfektioner;3;
2024-U32;1084;Hovedstaden;64;1912130;Første reinfektion;2;
2024-U32;1084;Hovedstaden;80;1912130;Første infektion;1;
2024-U32;1082;Midtjylland;1;1365410;To eller flere reinfektioner;3;
2024-U32;1082;Midtjylland;17;1365410;Første reinfektion;2;
2024-U32;1082;Midtjylland;26;1365410;Første infektion;1;
2024-U32;1081;Nordjylland;0;592089;To eller flere reinfektioner;3;
2024-U32;1081;Nordjylland;8;592089;Første reinfektion;2;
2024-U32;1081;Nordjylland;21;592089;Første infektion;1;
2024-U32;1085;Sjælland;1;852339;To eller flere reinfektioner;3;
2024-U32;1085;Sjælland;14;852339;Første reinfektion;2;
2024-U32;1085;Sjælland;32;852339;Første infektion;1;
2024-U32;1083;Syddanmark;1;1237505;To eller flere reinfektioner;3;
2024-U32;1083;Syddanmark;20;1237505;Første reinfektion;2;
2024-U32;1083;Syddanmark;37;1237505;Første infektion;1;
2024-U33;1084;Hovedstaden;16;1912130;To eller flere reinfektioner;3;
2024-U33;1084;Hovedstaden;89;1912130;Første reinfektion;2;
2024-U33;1084;Hovedstaden;99;1912130;Første infektion;1;
2024-U33;1082;Midtjylland;1;1365410;To eller flere reinfektioner;3;
2024-U33;1082;Midtjylland;23;1365410;Første infektion;1;
2024-U33;1082;Midtjylland;23;1365410;Første reinfektion;2;
2024-U33;1081;Nordjylland;2;592089;To eller flere reinfektioner;3;
2024-U33;1081;Nordjylland;11;592089;Første reinfektion;2;
2024-U33;1081;Nordjylland;13;592089;Første infektion;1;
2024-U33;1085;Sjælland;1;852339;To eller flere reinfektioner;3;
2024-U33;1085;Sjælland;23;852339;Første reinfektion;2;
2024-U33;1085;Sjælland;32;852339;Første infektion;1;
2024-U33;1083;Syddanmark;3;1237505;To eller flere reinfektioner;3;
2024-U33;1083;Syddanmark;25;1237505;Første reinfektion;2;
2024-U33;1083;Syddanmark;32;1237505;Første infektion;1;
2024-U34;1084;Hovedstaden;18;1912130;To eller flere reinfektioner;3;
2024-U34;1084;Hovedstaden;87;1912130;Første reinfektion;2;
2024-U34;1084;Hovedstaden;124;1912130;Første infektion;1;
2024-U34;1082;Midtjylland;7;1365410;To eller flere reinfektioner;3;
2024-U34;1082;Midtjylland;28;1365410;Første reinfektion;2;
2024-U34;1082;Midtjylland;35;1365410;Første infektion;1;
2024-U34;1081;Nordjylland;2;592089;To eller flere reinfektioner;3;
2024-U34;1081;Nordjylland;14;592089;Første reinfektion;2;
2024-U34;1081;Nordjylland;22;592089;Første infektion;1;
2024-U34;1085;Sjælland;2;852339;To eller flere reinfektioner;3;
2024-U34;1085;Sjælland;12;852339;Første reinfektion;2;
2024-U34;1085;Sjælland;28;852339;Første infektion;1;
2024-U34;1083;Syddanmark;2;1237505;To eller flere reinfektioner;3;
2024-U34;1083;Syddanmark;22;1237505;Første reinfektion;2;
2024-U34;1083;Syddanmark;37;1237505;Første infektion;1;
2024-U35;1084;Hovedstaden;15;1912130;To eller flere reinfektioner;3;
2024-U35;1084;Hovedstaden;95;1912130;Første reinfektion;2;
2024-U35;1084;Hovedstaden;133;1912130;Første infektion;1;
2024-U35;1082;Midtjylland;6;1365410;To eller flere reinfektioner;3;
2024-U35;1082;Midtjylland;29;1365410;Første reinfektion;2;
2024-U35;1082;Midtjylland;32;1365410;Første infektion;1;
2024-U35;1081;Nordjylland;2;592089;To eller flere reinfektioner;3;
2024-U35;1081;Nordjylland;21;592089;Første reinfektion;2;
2024-U35;1081;Nordjylland;35;592089;Første infektion;1;
2024-U35;1085;Sjælland;3;852339;To eller flere reinfektioner;3;
2024-U35;1085;Sjælland;10;852339;Første reinfektion;2;
2024-U35;1085;Sjælland;37;852339;Første infektion;1;
2024-U35;1083;Syddanmark;3;1237505;To eller flere reinfektioner;3;
2024-U35;1083;Syddanmark;38;1237505;Første infektion;1;
2024-U35;1083;Syddanmark;40;1237505;Første reinfektion;2;
2024-U36;1084;Hovedstaden;15;1912692;To eller flere reinfektioner;3;
2024-U36;1084;Hovedstaden;93;1912692;Første reinfektion;2;
2024-U36;1084;Hovedstaden;134;1912692;Første infektion;1;
2024-U36;1082;Midtjylland;5;1366025;To eller flere reinfektioner;3;
2024-U36;1082;Midtjylland;24;1366025;Første reinfektion;2;
2024-U36;1082;Midtjylland;38;1366025;Første infektion;1;
2024-U36;1081;Nordjylland;0;591653;To eller flere reinfektioner;3;
2024-U36;1081;Nordjylland;21;591653;Første reinfektion;2;
2024-U36;1081;Nordjylland;25;591653;Første infektion;1;
2024-U36;1085;Sjælland;3;852730;To eller flere reinfektioner;3;
2024-U36;1085;Sjælland;29;852730;Første reinfektion;2;
2024-U36;1085;Sjælland;53;852730;Første infektion;1;
2024-U36;1083;Syddanmark;4;1237354;To eller flere reinfektioner;3;
2024-U36;1083;Syddanmark;22;1237354;Første reinfektion;2;
2024-U36;1083;Syddanmark;52;1237354;Første infektion;1;
2024-U37;1084;Hovedstaden;7;1912692;To eller flere reinfektioner;3;
2024-U37;1084;Hovedstaden;66;1912692;Første reinfektion;2;
2024-U37;1084;Hovedstaden;85;1912692;Første infektion;1;
2024-U37;1082;Midtjylland;1;1366025;To eller flere reinfektioner;3;
2024-U37;1082;Midtjylland;16;1366025;Første reinfektion;2;
2024-U37;1082;Midtjylland;19;1366025;Første infektion;1;
2024-U37;1081;Nordjylland;0;591653;To eller flere reinfektioner;3;
2024-U37;1081;Nordjylland;13;591653;Første reinfektion;2;
2024-U37;1081;Nordjylland;19;591653;Første infektion;1;
2024-U37;1085;Sjælland;3;852730;To eller flere reinfektioner;3;
2024-U37;1085;Sjælland;17;852730;Første reinfektion;2;
2024-U37;1085;Sjælland;33;852730;Første infektion;1;
2024-U37;1083;Syddanmark;1;1237354;To eller flere reinfektioner;3;
2024-U37;1083;Syddanmark;28;1237354;Første infektion;1;
2024-U37;1083;Syddanmark;28;1237354;Første reinfektion;2;
2024-U38;1084;Hovedstaden;11;1912692;To eller flere reinfektioner;3;
2024-U38;1084;Hovedstaden;67;1912692;Første reinfektion;2;
2024-U38;1084;Hovedstaden;100;1912692;Første infektion;1;
2024-U38;1082;Midtjylland;1;1366025;To eller flere reinfektioner;3;
2024-U38;1082;Midtjylland;12;1366025;Første reinfektion;2;
2024-U38;1082;Midtjylland;23;1366025;Første infektion;1;
2024-U38;1081;Nordjylland;2;591653;To eller flere reinfektioner;3;
2024-U38;1081;Nordjylland;12;591653;Første infektion;1;
2024-U38;1081;Nordjylland;13;591653;Første reinfektion;2;
2024-U38;1085;Sjælland;0;852730;To eller flere reinfektioner;3;
2024-U38;1085;Sjælland;27;852730;Første reinfektion;2;
2024-U38;1085;Sjælland;31;852730;Første infektion;1;
2024-U38;1083;Syddanmark;4;1237354;To eller flere reinfektioner;3;
2024-U38;1083;Syddanmark;22;1237354;Første reinfektion;2;
2024-U38;1083;Syddanmark;36;1237354;Første infektion;1;
2024-U39;1084;Hovedstaden;10;1912692;To eller flere reinfektioner;3;
2024-U39;1084;Hovedstaden;66;1912692;Første reinfektion;2;
2024-U39;1084;Hovedstaden;102;1912692;Første infektion;1;
2024-U39;1082;Midtjylland;2;1366025;To eller flere reinfektioner;3;
2024-U39;1082;Midtjylland;23;1366025;Første infektion;1;
2024-U39;1082;Midtjylland;23;1366025;Første reinfektion;2;
2024-U39;1081;Nordjylland;3;591653;To eller flere reinfektioner;3;
2024-U39;1081;Nordjylland;13;591653;Første infektion;1;
2024-U39;1081;Nordjylland;13;591653;Første reinfektion;2;
2024-U39;1085;Sjælland;2;852730;To eller flere reinfektioner;3;
2024-U39;1085;Sjælland;15;852730;Første reinfektion;2;
2024-U39;1085;Sjælland;24;852730;Første infektion;1;
2024-U39;1083;Syddanmark;2;1237354;To eller flere reinfektioner;3;
2024-U39;1083;Syddanmark;25;1237354;Første infektion;1;
2024-U39;1083;Syddanmark;29;1237354;Første reinfektion;2;
2024-U40;1084;Hovedstaden;8;1912692;To eller flere reinfektioner;3;
2024-U40;1084;Hovedstaden;85;1912692;Første infektion;1;
2024-U40;1084;Hovedstaden;86;1912692;Første reinfektion;2;
2024-U40;1082;Midtjylland;1;1366025;To eller flere reinfektioner;3;
2024-U40;1082;Midtjylland;20;1366025;Første reinfektion;2;
2024-U40;1082;Midtjylland;28;1366025;Første infektion;1;
2024-U40;1081;Nordjylland;0;591653;To eller flere reinfektioner;3;
2024-U40;1081;Nordjylland;9;591653;Første reinfektion;2;
2024-U40;1081;Nordjylland;21;591653;Første infektion;1;
2024-U40;1085;Sjælland;1;852730;To eller flere reinfektioner;3;
2024-U40;1085;Sjælland;15;852730;Første reinfektion;2;
2024-U40;1085;Sjælland;41;852730;Første infektion;1;
2024-U40;1083;Syddanmark;3;1237354;To eller flere reinfektioner;3;
2024-U40;1083;Syddanmark;26;1237354;Første reinfektion;2;
2024-U40;1083;Syddanmark;37;1237354;Første infektion;1;
2024-U41;1084;Hovedstaden;12;1915925;To eller flere reinfektioner;3;
2024-U41;1084;Hovedstaden;79;1915925;Første reinfektion;2;
2024-U41;1084;Hovedstaden;123;1915925;Første infektion;1;
2024-U41;1082;Midtjylland;2;1368424;To eller flere reinfektioner;3;
2024-U41;1082;Midtjylland;20;1368424;Første reinfektion;2;
2024-U41;1082;Midtjylland;29;1368424;Første infektion;1;
2024-U41;1081;Nordjylland;2;592023;To eller flere reinfektioner;3;
2024-U41;1081;Nordjylland;16;592023;Første reinfektion;2;
2024-U41;1081;Nordjylland;22;592023;Første infektion;1;
2024-U41;1085;Sjælland;4;852379;To eller flere reinfektioner;3;
2024-U41;1085;Sjælland;28;852379;Første reinfektion;2;
2024-U41;1085;Sjælland;39;852379;Første infektion;1;
2024-U41;1083;Syddanmark;4;1237277;To eller flere reinfektioner;3;
2024-U41;1083;Syddanmark;27;1237277;Første reinfektion;2;
2024-U41;1083;Syddanmark;65;1237277;Første infektion;1;
2024-U42;1084;Hovedstaden;6;1915925;To eller flere reinfektioner;3;
2024-U42;1084;Hovedstaden;73;1915925;Første reinfektion;2;
2024-U42;1084;Hovedstaden;123;1915925;Første infektion;1;
2024-U42;1082;Midtjylland;2;1368424;To eller flere reinfektioner;3;
2024-U42;1082;Midtjylland;21;1368424;Første reinfektion;2;
2024-U42;1082;Midtjylland;22;1368424;Første infektion;1;
2024-U42;1081;Nordjylland;0;592023;To eller flere reinfektioner;3;
2024-U42;1081;Nordjylland;4;592023;Første reinfektion;2;
2024-U42;1081;Nordjylland;13;592023;Første infektion;1;
2024-U42;1085;Sjælland;0;852379;To eller flere reinfektioner;3;
2024-U42;1085;Sjælland;13;852379;Første reinfektion;2;
2024-U42;1085;Sjælland;33;852379;Første infektion;1;
2024-U42;1083;Syddanmark;1;1237277;To eller flere reinfektioner;3;
2024-U42;1083;Syddanmark;30;1237277;Første reinfektion;2;
2024-U42;1083;Syddanmark;52;1237277;Første infektion;1;
2024-U43;1084;Hovedstaden;5;1915925;To eller flere reinfektioner;3;
2024-U43;1084;Hovedstaden;83;1915925;Første reinfektion;2;
2024-U43;1084;Hovedstaden;120;1915925;Første infektion;1;
2024-U43;1082;Midtjylland;1;1368424;To eller flere reinfektioner;3;
2024-U43;1082;Midtjylland;11;1368424;Første reinfektion;2;
2024-U43;1082;Midtjylland;22;1368424;Første infektion;1;
2024-U43;1081;Nordjylland;2;592023;To eller flere reinfektioner;3;
2024-U43;1081;Nordjylland;11;592023;Første reinfektion;2;
2024-U43;1081;Nordjylland;13;592023;Første infektion;1;
2024-U43;1085;Sjælland;6;852379;To eller flere reinfektioner;3;
2024-U43;1085;Sjælland;25;852379;Første reinfektion;2;
2024-U43;1085;Sjælland;42;852379;Første infektion;1;
2024-U43;1083;Syddanmark;4;1237277;To eller flere reinfektioner;3;
2024-U43;1083;Syddanmark;27;1237277;Første reinfektion;2;
2024-U43;1083;Syddanmark;48;1237277;Første infektion;1;
2024-U44;1084;Hovedstaden;12;1915925;To eller flere reinfektioner;3;
2024-U44;1084;Hovedstaden;70;1915925;Første reinfektion;2;
2024-U44;1084;Hovedstaden;93;1915925;Første infektion;1;
2024-U44;1082;Midtjylland;1;1368424;To eller flere reinfektioner;3;
2024-U44;1082;Midtjylland;13;1368424;Første infektion;1;
2024-U44;1082;Midtjylland;15;1368424;Første reinfektion;2;
2024-U44;1081;Nordjylland;2;592023;To eller flere reinfektioner;3;
2024-U44;1081;Nordjylland;9;592023;Første infektion;1;
2024-U44;1081;Nordjylland;13;592023;Første reinfektion;2;
2024-U44;1085;Sjælland;6;852379;To eller flere reinfektioner;3;
2024-U44;1085;Sjælland;18;852379;Første reinfektion;2;
2024-U44;1085;Sjælland;36;852379;Første infektion;1;
2024-U44;1083;Syddanmark;2;1237277;To eller flere reinfektioner;3;
2024-U44;1083;Syddanmark;23;1237277;Første reinfektion;2;
2024-U44;1083;Syddanmark;39;1237277;Første infektion;1;
2024-U45;1084;Hovedstaden;12;1920759;To eller flere reinfektioner;3;
2024-U45;1084;Hovedstaden;54;1920759;Første reinfektion;2;
2024-U45;1084;Hovedstaden;74;1920759;Første infektion;1;
2024-U45;1082;Midtjylland;0;1370091;To eller flere reinfektioner;3;
2024-U45;1082;Midtjylland;7;1370091;Første infektion;1;
2024-U45;1082;Midtjylland;8;1370091;Første reinfektion;2;
2024-U45;1081;Nordjylland;0;592482;To eller flere reinfektioner;3;
2024-U45;1081;Nordjylland;6;592482;Første reinfektion;2;
2024-U45;1081;Nordjylland;8;592482;Første infektion;1;
2024-U45;1085;Sjælland;3;852576;To eller flere reinfektioner;3;
2024-U45;1085;Sjælland;24;852576;Første reinfektion;2;
2024-U45;1085;Sjælland;29;852576;Første infektion;1;
2024-U45;1083;Syddanmark;1;1238387;To eller flere reinfektioner;3;
2024-U45;1083;Syddanmark;19;1238387;Første reinfektion;2;
2024-U45;1083;Syddanmark;29;1238387;Første infektion;1;
2024-U46;1084;Hovedstaden;6;1920759;To eller flere reinfektioner;3;
2024-U46;1084;Hovedstaden;47;1920759;Første reinfektion;2;
2024-U46;1084;Hovedstaden;71;1920759;Første infektion;1;
2024-U46;1082;Midtjylland;0;1370091;To eller flere reinfektioner;3;
2024-U46;1082;Midtjylland;4;1370091;Første reinfektion;2;
2024-U46;1082;Midtjylland;13;1370091;Første infektion;1;
2024-U46;1081;Nordjylland;0;592482;To eller flere reinfektioner;3;
2024-U46;1081;Nordjylland;2;592482;Første reinfektion;2;
2024-U46;1081;Nordjylland;5;592482;Første infektion;1;
2024-U46;1085;Sjælland;3;852576;To eller flere reinfektioner;3;
2024-U46;1085;Sjælland;20;852576;Første reinfektion;2;
2024-U46;1085;Sjælland;35;852576;Første infektion;1;
2024-U46;1083;Syddanmark;3;1238387;To eller flere reinfektioner;3;
2024-U46;1083;Syddanmark;13;1238387;Første reinfektion;2;
2024-U46;1083;Syddanmark;29;1238387;Første infektion;1;
2024-U47;1084;Hovedstaden;8;1920759;To eller flere reinfektioner;3;
2024-U47;1084;Hovedstaden;47;1920759;Første reinfektion;2;
2024-U47;1084;Hovedstaden;64;1920759;Første infektion;1;
2024-U47;1082;Midtjylland;1;1370091;To eller flere reinfektioner;3;
2024-U47;1082;Midtjylland;8;1370091;Første infektion;1;
2024-U47;1082;Midtjylland;8;1370091;Første reinfektion;2;
2024-U47;1081;Nordjylland;0;592482;To eller flere reinfektioner;3;
2024-U47;1081;Nordjylland;3;592482;Første reinfektion;2;
2024-U47;1081;Nordjylland;5;592482;Første infektion;1;
2024-U47;1085;Sjælland;2;852576;To eller flere reinfektioner;3;
2024-U47;1085;Sjælland;21;852576;Første reinfektion;2;
2024-U47;1085;Sjælland;30;852576;Første infektion;1;
2024-U47;1083;Syddanmark;1;1238387;To eller flere reinfektioner;3;
2024-U47;1083;Syddanmark;15;1238387;Første infektion;1;
2024-U47;1083;Syddanmark;18;1238387;Første reinfektion;2;
2024-U48;1084;Hovedstaden;9;1920759;To eller flere reinfektioner;3;
2024-U48;1084;Hovedstaden;53;1920759;Første reinfektion;2;
2024-U48;1084;Hovedstaden;62;1920759;Første infektion;1;
2024-U48;1082;Midtjylland;1;1370091;To eller flere reinfektioner;3;
2024-U48;1082;Midtjylland;7;1370091;Første infektion;1;
2024-U48;1082;Midtjylland;7;1370091;Første reinfektion;2;
2024-U48;1081;Nordjylland;0;592482;To eller flere reinfektioner;3;
2024-U48;1081;Nordjylland;1;592482;Første reinfektion;2;
2024-U48;1081;Nordjylland;5;592482;Første infektion;1;
2024-U48;1085;Sjælland;0;852576;To eller flere reinfektioner;3;
2024-U48;1085;Sjælland;21;852576;Første reinfektion;2;
2024-U48;1085;Sjælland;45;852576;Første infektion;1;
2024-U48;1083;Syddanmark;1;1238387;To eller flere reinfektioner;3;
2024-U48;1083;Syddanmark;12;1238387;Første reinfektion;2;
2024-U48;1083;Syddanmark;19;1238387;Første infektion;1;
2024-U49;1084;Hovedstaden;14;1923792;To eller flere reinfektioner;3;
2024-U49;1084;Hovedstaden;72;1923792;Første reinfektion;2;
2024-U49;1084;Hovedstaden;76;1923792;Første infektion;1;
2024-U49;1082;Midtjylland;0;1370661;To eller flere reinfektioner;3;
2024-U49;1082;Midtjylland;12;1370661;Første reinfektion;2;
2024-U49;1082;Midtjylland;14;1370661;Første infektion;1;
2024-U49;1081;Nordjylland;1;592501;To eller flere reinfektioner;3;
2024-U49;1081;Nordjylland;3;592501;Første reinfektion;2;
2024-U49;1081;Nordjylland;8;592501;Første infektion;1;
2024-U49;1085;Sjælland;5;852932;To eller flere reinfektioner;3;
2024-U49;1085;Sjælland;24;852932;Første reinfektion;2;
2024-U49;1085;Sjælland;27;852932;Første infektion;1;
2024-U49;1083;Syddanmark;3;1238920;To eller flere reinfektioner;3;
2024-U49;1083;Syddanmark;16;1238920;Første reinfektion;2;
2024-U49;1083;Syddanmark;24;1238920;Første infektion;1;
2024-U50;1084;Hovedstaden;15;1923792;To eller flere reinfektioner;3;
2024-U50;1084;Hovedstaden;57;1923792;Første reinfektion;2;
2024-U50;1084;Hovedstaden;87;1923792;Første infektion;1;
2024-U50;1082;Midtjylland;2;1370661;To eller flere reinfektioner;3;
2024-U50;1082;Midtjylland;6;1370661;Første reinfektion;2;
2024-U50;1082;Midtjylland;14;1370661;Første infektion;1;
2024-U50;1081;Nordjylland;1;592501;To eller flere reinfektioner;3;
2024-U50;1081;Nordjylland;2;592501;Første reinfektion;2;
2024-U50;1081;Nordjylland;6;592501;Første infektion;1;
2024-U50;1085;Sjælland;0;852932;To eller flere reinfektioner;3;
2024-U50;1085;Sjælland;26;852932;Første reinfektion;2;
2024-U50;1085;Sjælland;40;852932;Første infektion;1;
2024-U50;1083;Syddanmark;1;1238920;To eller flere reinfektioner;3;
2024-U50;1083;Syddanmark;11;1238920;Første reinfektion;2;
2024-U50;1083;Syddanmark;30;1238920;Første infektion;1;
2024-U51;1084;Hovedstaden;11;1923792;To eller flere reinfektioner;3;
2024-U51;1084;Hovedstaden;80;1923792;Første reinfektion;2;
2024-U51;1084;Hovedstaden;104;1923792;Første infektion;1;
2024-U51;1082;Midtjylland;0;1370661;To eller flere reinfektioner;3;
2024-U51;1082;Midtjylland;6;1370661;Første reinfektion;2;
2024-U51;1082;Midtjylland;19;1370661;Første infektion;1;
2024-U51;1081;Nordjylland;1;592501;To eller flere reinfektioner;3;
2024-U51;1081;Nordjylland;3;592501;Første reinfektion;2;
2024-U51;1081;Nordjylland;8;592501;Første infektion;1;
2024-U51;1085;Sjælland;2;852932;To eller flere reinfektioner;3;
