"Dato";"Regionskode";"Region";"Kategori";"Antal borgere";"timestamp_2025-10-21T10:00:08.562"
2022-01-24;1083;Syddanmark;Indlæggelse pga. covid-19;12;
2022-01-24;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;6;
2022-01-25;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;21;
2022-01-25;1084;Hovedstaden;Indlæggelse pga. covid-19;21;
2022-01-25;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;22;
2022-01-25;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;13;
2022-01-25;1082;Midtjylland;Indlæggelse pga. covid-19;8;
2022-01-25;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-01-25;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;9;
2022-01-25;1081;Nordjylland;Indlæggelse pga. covid-19;7;
2022-01-25;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9;
2022-01-25;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;12;
2022-01-25;1085;Sjælland;Indlæggelse pga. covid-19;19;
2022-01-25;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;13;
2022-01-25;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;21;
2022-01-25;1083;Syddanmark;Indlæggelse pga. covid-19;17;
2022-01-25;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;14;
2022-01-26;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;30;
2022-01-26;1084;Hovedstaden;Indlæggelse pga. covid-19;24;
2022-01-26;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;28;
2022-01-26;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;14;
2022-01-26;1082;Midtjylland;Indlæggelse pga. covid-19;15;
2022-01-26;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;13;
2022-01-26;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;6;
2022-01-26;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2022-01-26;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-01-26;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;11;
2022-01-26;1085;Sjælland;Indlæggelse pga. covid-19;8;
2022-01-26;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;15;
2022-01-26;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;13;
2022-01-26;1083;Syddanmark;Indlæggelse pga. covid-19;15;
2022-01-26;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;9;
2022-01-27;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;45;
2022-01-27;1084;Hovedstaden;Indlæggelse pga. covid-19;18;
2022-01-27;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;30;
2022-01-27;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;16;
2022-01-27;1082;Midtjylland;Indlæggelse pga. covid-19;18;
2022-01-27;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;12;
2022-01-27;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;3;
2022-01-27;1081;Nordjylland;Indlæggelse pga. covid-19;5;
2022-01-27;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-01-27;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;11;
2022-01-27;1085;Sjælland;Indlæggelse pga. covid-19;9;
2022-01-27;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9;
2022-01-27;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;22;
2022-01-27;1083;Syddanmark;Indlæggelse pga. covid-19;9;
2022-01-27;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;7;
2022-01-28;;;Indlæggelse pga. andre forhold end covid-19;1;
2022-01-28;;;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-01-28;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;29;
2022-01-28;1084;Hovedstaden;Indlæggelse pga. covid-19;31;
2022-01-28;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;19;
2022-01-28;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;14;
2022-01-28;1082;Midtjylland;Indlæggelse pga. covid-19;13;
2022-01-28;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;7;
2022-01-28;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;5;
2022-01-28;1081;Nordjylland;Indlæggelse pga. covid-19;6;
2022-01-28;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-01-28;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;14;
2022-01-28;1085;Sjælland;Indlæggelse pga. covid-19;12;
2022-01-28;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9;
2022-01-28;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;17;
2022-01-28;1083;Syddanmark;Indlæggelse pga. covid-19;13;
2022-01-28;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;10;
2022-01-29;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;19;
2022-01-29;1084;Hovedstaden;Indlæggelse pga. covid-19;16;
2022-01-29;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;16;
2022-01-29;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;11;
2022-01-29;1082;Midtjylland;Indlæggelse pga. covid-19;7;
2022-01-29;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;10;
2022-01-29;1081;Nordjylland;Indlæggelse pga. covid-19;4;
2022-01-29;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-01-29;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;14;
2022-01-29;1085;Sjælland;Indlæggelse pga. covid-19;5;
2022-01-29;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;10;
2022-01-29;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;9;
2022-01-29;1083;Syddanmark;Indlæggelse pga. covid-19;11;
2022-01-29;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;11;
2022-01-30;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;23;
2022-01-30;1084;Hovedstaden;Indlæggelse pga. covid-19;31;
2022-01-30;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;31;
2022-01-30;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;10;
2022-01-30;1082;Midtjylland;Indlæggelse pga. covid-19;10;
2022-01-30;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;8;
2022-01-30;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;10;
2022-01-30;1081;Nordjylland;Indlæggelse pga. covid-19;5;
2022-01-30;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5;
2022-01-30;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;8;
2022-01-30;1085;Sjælland;Indlæggelse pga. covid-19;11;
2022-01-30;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;13;
2022-01-30;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;8;
2022-01-30;1083;Syddanmark;Indlæggelse pga. covid-19;11;
2022-01-30;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;10;
2022-01-31;;;Indlæggelse pga. andre forhold end covid-19;1;
2022-01-31;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;29;
2022-01-31;1084;Hovedstaden;Indlæggelse pga. covid-19;20;
2022-01-31;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;39;
2022-01-31;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;20;
2022-01-31;1082;Midtjylland;Indlæggelse pga. covid-19;14;
2022-01-31;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;12;
2022-01-31;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;5;
2022-01-31;1081;Nordjylland;Indlæggelse pga. covid-19;5;
2022-01-31;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3;
2022-01-31;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;13;
2022-01-31;1085;Sjælland;Indlæggelse pga. covid-19;21;
2022-01-31;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9;
2022-01-31;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;27;
2022-01-31;1083;Syddanmark;Indlæggelse pga. covid-19;13;
2022-01-31;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;11;
2022-02-01;;;Indlæggelse pga. andre forhold end covid-19;1;
2022-02-01;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;37;
2022-02-01;1084;Hovedstaden;Indlæggelse pga. covid-19;19;
2022-02-01;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;37;
2022-02-01;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;27;
2022-02-01;1082;Midtjylland;Indlæggelse pga. covid-19;7;
2022-02-01;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;8;
2022-02-01;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;9;
2022-02-01;1081;Nordjylland;Indlæggelse pga. covid-19;5;
2022-02-01;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9;
2022-02-01;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;21;
2022-02-01;1085;Sjælland;Indlæggelse pga. covid-19;14;
2022-02-01;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;16;
2022-02-01;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;13;
2022-02-01;1083;Syddanmark;Indlæggelse pga. covid-19;21;
2022-02-01;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;13;
2022-02-02;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;39;
2022-02-02;1084;Hovedstaden;Indlæggelse pga. covid-19;21;
2022-02-02;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;33;
2022-02-02;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;25;
2022-02-02;1082;Midtjylland;Indlæggelse pga. covid-19;15;
2022-02-02;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;8;
2022-02-02;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;11;
2022-02-02;1081;Nordjylland;Indlæggelse pga. covid-19;11;
2022-02-02;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;7;
2022-02-02;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;17;
2022-02-02;1085;Sjælland;Indlæggelse pga. covid-19;23;
2022-02-02;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;25;
2022-02-02;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;21;
2022-02-02;1083;Syddanmark;Indlæggelse pga. covid-19;16;
2022-02-02;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;10;
2022-02-03;;;Indlæggelse pga. andre forhold end covid-19;3;
2022-02-03;;;Indlæggelse pga. covid-19;1;
2022-02-03;;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-02-03;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;35;
2022-02-03;1084;Hovedstaden;Indlæggelse pga. covid-19;19;
2022-02-03;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;33;
2022-02-03;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;23;
2022-02-03;1082;Midtjylland;Indlæggelse pga. covid-19;22;
2022-02-03;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;8;
2022-02-03;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;6;
2022-02-03;1081;Nordjylland;Indlæggelse pga. covid-19;12;
2022-02-03;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;13;
2022-02-03;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;12;
2022-02-03;1085;Sjælland;Indlæggelse pga. covid-19;15;
2022-02-03;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;14;
2022-02-03;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;33;
2022-02-03;1083;Syddanmark;Indlæggelse pga. covid-19;13;
2022-02-03;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;14;
2022-02-04;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;24;
2022-02-04;1084;Hovedstaden;Indlæggelse pga. covid-19;33;
2022-02-04;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;27;
2022-02-04;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;20;
2022-02-04;1082;Midtjylland;Indlæggelse pga. covid-19;20;
2022-02-04;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;7;
2022-02-04;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;10;
2022-02-04;1081;Nordjylland;Indlæggelse pga. covid-19;9;
2022-02-04;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;8;
2022-02-04;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;16;
2022-02-04;1085;Sjælland;Indlæggelse pga. covid-19;11;
2022-02-04;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;12;
2022-02-04;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;29;
2022-02-04;1083;Syddanmark;Indlæggelse pga. covid-19;14;
2022-02-04;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;13;
2022-02-05;;;Indlæggelse pga. andre forhold end covid-19;1;
2022-02-05;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;27;
2022-02-05;1084;Hovedstaden;Indlæggelse pga. covid-19;21;
2022-02-05;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;17;
2022-02-05;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;17;
2022-02-05;1082;Midtjylland;Indlæggelse pga. covid-19;15;
2022-02-05;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;14;
2022-02-05;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;10;
2022-02-05;1081;Nordjylland;Indlæggelse pga. covid-19;7;
2022-02-05;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2;
2022-02-05;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;19;
2022-02-05;1085;Sjælland;Indlæggelse pga. covid-19;10;
2022-02-05;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;14;
2022-02-05;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;17;
2022-02-05;1083;Syddanmark;Indlæggelse pga. covid-19;15;
2022-02-05;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;18;
2022-02-06;;;Indlæggelse pga. andre forhold end covid-19;1;
2022-02-06;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;22;
2022-02-06;1084;Hovedstaden;Indlæggelse pga. covid-19;24;
2022-02-06;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;25;
2022-02-06;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;17;
2022-02-06;1082;Midtjylland;Indlæggelse pga. covid-19;19;
2022-02-06;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;12;
2022-02-06;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;9;
2022-02-06;1081;Nordjylland;Indlæggelse pga. covid-19;7;
2022-02-06;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4;
2022-02-06;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;9;
2022-02-06;1085;Sjælland;Indlæggelse pga. covid-19;20;
2022-02-06;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;17;
2022-02-06;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;23;
2022-02-06;1083;Syddanmark;Indlæggelse pga. covid-19;23;
2022-02-06;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;11;
2022-02-07;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;50;
2022-02-07;1084;Hovedstaden;Indlæggelse pga. covid-19;23;
2022-02-07;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;33;
2022-02-07;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;39;
2022-02-07;1082;Midtjylland;Indlæggelse pga. covid-19;15;
2022-02-07;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;15;
2022-02-07;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;8;
2022-02-07;1081;Nordjylland;Indlæggelse pga. covid-19;9;
2022-02-07;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;10;
2022-02-07;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;15;
2022-02-07;1085;Sjælland;Indlæggelse pga. covid-19;9;
2022-02-07;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;20;
2022-02-07;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;42;
2022-02-07;1083;Syddanmark;Indlæggelse pga. covid-19;25;
2022-02-07;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;23;
2022-02-08;;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-02-08;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;36;
2022-02-08;1084;Hovedstaden;Indlæggelse pga. covid-19;17;
2022-02-08;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;26;
2022-02-08;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;28;
2022-02-08;1082;Midtjylland;Indlæggelse pga. covid-19;22;
2022-02-08;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;16;
2022-02-08;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;20;
2022-02-08;1081;Nordjylland;Indlæggelse pga. covid-19;7;
2022-02-08;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9;
2022-02-08;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;13;
2022-02-08;1085;Sjælland;Indlæggelse pga. covid-19;11;
2022-02-08;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;22;
2022-02-08;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;33;
2022-02-08;1083;Syddanmark;Indlæggelse pga. covid-19;22;
2022-02-08;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;18;
2022-02-09;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;48;
2022-02-09;1084;Hovedstaden;Indlæggelse pga. covid-19;38;
2022-02-09;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;29;
2022-02-09;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;28;
2022-02-09;1082;Midtjylland;Indlæggelse pga. covid-19;26;
2022-02-09;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;11;
2022-02-09;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;12;
2022-02-09;1081;Nordjylland;Indlæggelse pga. covid-19;14;
2022-02-09;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5;
2022-02-09;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;9;
2022-02-09;1085;Sjælland;Indlæggelse pga. covid-19;23;
2022-02-09;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;19;
2022-02-09;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;34;
2022-02-09;1083;Syddanmark;Indlæggelse pga. covid-19;27;
2022-02-09;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;13;
2022-02-10;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;36;
2022-02-10;1084;Hovedstaden;Indlæggelse pga. covid-19;26;
2022-02-10;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;34;
2022-02-10;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;30;
2022-02-10;1082;Midtjylland;Indlæggelse pga. covid-19;25;
2022-02-10;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;22;
2022-02-10;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;13;
2022-02-10;1081;Nordjylland;Indlæggelse pga. covid-19;9;
2022-02-10;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;10;
2022-02-10;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;15;
2022-02-10;1085;Sjælland;Indlæggelse pga. covid-19;14;
2022-02-10;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;17;
2022-02-10;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;26;
2022-02-10;1083;Syddanmark;Indlæggelse pga. covid-19;24;
2022-02-10;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;19;
2022-02-11;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;33;
2022-02-11;1084;Hovedstaden;Indlæggelse pga. covid-19;16;
2022-02-11;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;35;
2022-02-11;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;25;
2022-02-11;1082;Midtjylland;Indlæggelse pga. covid-19;16;
2022-02-11;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;15;
2022-02-11;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;16;
2022-02-11;1081;Nordjylland;Indlæggelse pga. covid-19;13;
2022-02-11;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;10;
2022-02-11;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;18;
2022-02-11;1085;Sjælland;Indlæggelse pga. covid-19;12;
2022-02-11;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;21;
2022-02-11;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;34;
2022-02-11;1083;Syddanmark;Indlæggelse pga. covid-19;25;
2022-02-11;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;14;
2022-02-12;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;18;
2022-02-12;1084;Hovedstaden;Indlæggelse pga. covid-19;18;
2022-02-12;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;17;
2022-02-12;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;16;
2022-02-12;1082;Midtjylland;Indlæggelse pga. covid-19;24;
2022-02-12;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;15;
2022-02-12;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;11;
2022-02-12;1081;Nordjylland;Indlæggelse pga. covid-19;7;
2022-02-12;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;13;
2022-02-12;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;9;
2022-02-12;1085;Sjælland;Indlæggelse pga. covid-19;15;
2022-02-12;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;10;
2022-02-12;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;19;
2022-02-12;1083;Syddanmark;Indlæggelse pga. covid-19;10;
2022-02-12;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;12;
2022-02-13;;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-02-13;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;21;
2022-02-13;1084;Hovedstaden;Indlæggelse pga. covid-19;32;
2022-02-13;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;31;
2022-02-13;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;32;
2022-02-13;1082;Midtjylland;Indlæggelse pga. covid-19;28;
2022-02-13;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;11;
2022-02-13;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;14;
2022-02-13;1081;Nordjylland;Indlæggelse pga. covid-19;8;
2022-02-13;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9;
2022-02-13;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;10;
2022-02-13;1085;Sjælland;Indlæggelse pga. covid-19;16;
2022-02-13;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;11;
2022-02-13;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;25;
2022-02-13;1083;Syddanmark;Indlæggelse pga. covid-19;15;
2022-02-13;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;14;
2022-02-14;;;Indlæggelse pga. andre forhold end covid-19;1;
2022-02-14;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;48;
2022-02-14;1084;Hovedstaden;Indlæggelse pga. covid-19;37;
2022-02-14;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;28;
2022-02-14;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;24;
2022-02-14;1082;Midtjylland;Indlæggelse pga. covid-19;24;
2022-02-14;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;13;
2022-02-14;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;25;
2022-02-14;1081;Nordjylland;Indlæggelse pga. covid-19;11;
2022-02-14;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;15;
2022-02-14;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;17;
2022-02-14;1085;Sjælland;Indlæggelse pga. covid-19;18;
2022-02-14;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;23;
2022-02-14;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;44;
2022-02-14;1083;Syddanmark;Indlæggelse pga. covid-19;31;
2022-02-14;1083;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;17;
2022-02-15;;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1;
2022-02-15;1084;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;33;
2022-02-15;1084;Hovedstaden;Indlæggelse pga. covid-19;25;
2022-02-15;1084;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;31;
2022-02-15;1082;Midtjylland;Indlæggelse pga. andre forhold end covid-19;30;
2022-02-15;1082;Midtjylland;Indlæggelse pga. covid-19;28;
2022-02-15;1082;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;17;
2022-02-15;1081;Nordjylland;Indlæggelse pga. andre forhold end covid-19;13;
2022-02-15;1081;Nordjylland;Indlæggelse pga. covid-19;15;
2022-02-15;1081;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;24;
2022-02-15;1085;Sjælland;Indlæggelse pga. andre forhold end covid-19;15;
2022-02-15;1085;Sjælland;Indlæggelse pga. covid-19;20;
2022-02-15;1085;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;19;
2022-02-15;1083;Syddanmark;Indlæggelse pga. andre forhold end covid-19;32;
